"%s was added to your shopping cart.","%s 已新增至您的購物車"
"%s was updated in your shopping cart.","%s 已更新至您的購物車"
"(Excl. Tax)","(Excl. Tax)"
"(Incl. Tax)","(Incl. Tax)"
"* Required Fields","* Required Fields"
"Add New Address","新增一個地址"
"Add New Condition","Add New Condition"
"Add coupon code for shopping cart","Add coupon code for 購物車"
"Add gift messages to shopping cart","Add gift messages to 購物車"
"Add product to shopping cart","Add product to 購物車"
"Add product(s) to shopping cart","Add product(s) to 購物車"
"Add to Cart","加入購物車"
"Add to Compare","Add to Compare"
"Add to Wishlist","新增到收藏"
"Additional Product Info","Additional Product Info"
"Address","Address"
"Address %s of %s","Address %s of %s"
"After Adding a Product Redirect to Shopping Cart","After Adding a Product Redirect to 購物車"
"Allow Guest Checkout","Allow Guest Checkout"
"Already registered?","Already registered?"
"An error occurred in the process of payment","An error occurred in the process of payment"
"An error occurred while deleting this condition.","An error occurred while deleting this condition."
"An error occurred while saving this condition.","An error occurred while saving this condition."
"Apply","使用"
"Apply Coupon","使用折價券"
"Are you sure you want to leave this page? You will need to go through the checkout steps again.","Are you sure you want to leave this page? You will need to go through the checkout steps again."
"Are you sure you would like to remove this item from the shopping cart?","Are you sure you would like to remove this item from the 購物車?"
"Back","Back"
"Back to Billing Information","回到付款資訊"
"Back to Select Addresses","Back to Select Addresses"
"Back to Shipping Information","Back to Shipping Information"
"Back to Shopping Cart","回到購物車"
"Based on your selection, you may be interested in the following items:","Based on your selection, you may be interested in the following items:"
"Billing Address","付款地址"
"Billing Information","付款資訊"
"Billing Information - %s","付款資訊 - %s"
"Can not remove the item.","Can not remove the item."
"Can not save item.","Can not save item."
"Cancel","Cancel"
"Cancel Coupon","Cancel Coupon"
"Cannot add item to the shopping cart.","Cannot add item to the 購物車."
"Cannot add the item to shopping cart","Cannot add the item to 購物車"
"Cannot add the item to shopping cart.","Cannot add the item to 購物車."
"Cannot apply the coupon code.","Cannot apply the coupon code."
"Cannot configure product.","Cannot configure product."
"Cannot open the overview page","Cannot open the overview page"
"Cannot process the item.","Cannot process the item."
"Cannot remove the item.","Cannot remove the item."
"Cannot update shopping cart.","Cannot update 購物車."
"Cannot update the item.","Cannot update the item."
"Card Verification Number Visual Reference","Card Verification Number Visual Reference"
"Cart","Cart"
"Cart Product API","Cart Product API"
"Cart Subtotal:","Cart Subtotal:"
"Change","更改"
"Change Billing Address","Change Billing Address"
"Checkbox Text","Checkbox Text"
"Checkout","結帳"
"Checkout Conditions","Checkout Conditions"
"Checkout Forms Extra","Checkout Forms Extra"
"Checkout Method","結帳方式"
"Checkout Options","Checkout Options"
"Checkout Progress Wrapper","Checkout Progress Wrapper"
"Checkout Section","Checkout Section"
"Checkout Terms and Conditions","Checkout Terms and Conditions"
"Checkout as Guest","已訪客方式結帳"
"Checkout as a Guest or Register","以訪客方式結帳或是註冊"
"Checkout with Multiple Addresses","結帳並運送至不同地址"
"City","城市"
"Clear Shopping Cart","Clear 購物車"
"Click <a href=""%s"" onclick=""this.target=\'_blank\'"">here to print</a> a copy of your order confirmation.","點擊 <a href=""%s"" onclick=""this.target=\'_blank\'"">這裡</a> 列印您的訂購確認資訊。"
"Click <a href=""%s"">here</a> to continue shopping.","點擊 <a href=""%s"">這裡</a> 繼續選購。"
"Close","Close"
"Company","公司"
"Condition Name","Condition Name"
"Configurable Product Image","Configurable Product Image"
"Configure Cart Item","Configure Cart Item"
"Confirm Password","Confirm Password"
"Content","Content"
"Content Height","Content Height"
"Content Height (css)","Content Height (css)"
"Continue","繼續"
"Continue Shopping","繼續購物"
"Continue to Billing Information","Continue to Billing Information"
"Continue to Review Your Order","Continue to Review Your Order"
"Continue to Shipping Information","Continue to Shipping Information"
"Country","國家"
"Coupon code ""%s"" is not valid.","Coupon code ""%s"" is not valid."
"Coupon code ""%s"" was applied.","Coupon code ""%s"" was applied."
"Coupon code was canceled.","Coupon code was canceled."
"Create Billing Address","Create Billing Address"
"Create Shipping Address","Create Shipping Address"
"Create an order from shopping cart","Create an order from 購物車"
"Create shopping cart","Create 購物車"
"Customer Address is not valid.","Customer Address is not valid."
"Customer Information","Customer Information"
"Customer's information","Customer's information"
"Data saving problem","Data saving problem"
"Default Billing","Default Billing"
"Default Shipping","Default Shipping"
"Delete Condition","Delete Condition"
"Details","Details"
"Disabled","Disabled"
"Discount Codes","折價碼"
"Display Cart Summary","Display Cart Summary"
"Display Shopping Cart Sidebar","Display 購物車 Sidebar"
"Display item quantities","Display item quantities"
"Display number of items in cart","Display number of items in cart"
"Display number of items in wishlist","Display number of items in wishlist"
"Easy access to your order history and status","Easy access to your order history and status"
"Edit","Edit"
"Edit Address","Edit Address"
"Edit Billing Address","Edit Billing Address"
"Edit Condition","Edit Condition"
"Edit Items","Edit Items"
"Edit Shipping Address","Edit Shipping Address"
"Edit Terms and Conditions","Edit Terms and Conditions"
"Edit Your Cart","編輯您的購物車"
"Edit item","Edit item"
"Edit item parameters","Edit item parameters"
"Email Address","電子郵件地址"
"Empty Cart","清空購物車"
"Empty Shopping Cart Content Before","Empty 購物車 Content Before"
"Enable Onepage Checkout","Enable Onepage Checkout"
"Enable Terms and Conditions","Enable Terms and Conditions"
"Enabled","Enabled"
"Enter a New Address","Enter a 新地址"
"Enter your coupon code if you have one.","Enter your coupon code if you have one."
"Enter your destination to get a shipping estimate.","Enter your destination to get a shipping estimate."
"Estimate","估計"
"Estimate Shipping and Tax","估計的運費和稅金"
"Excl. Tax","Excl. Tax"
"Fast and easy check out","Fast and easy check out"
"Fax","傳真"
"First Name","名"
"Forgot an Item?","忘了哪個商品嗎？"
"Forgot your password?","忘了您的密碼？"
"Get a Quote","Get a Quote"
"Get list of available payment methods","Get list of available payment methods"
"Get list of available shipping methods","Get list of available shipping methods"
"Get list of products in shopping cart","Get list of products in 購物車"
"Get terms and conditions","Get terms and conditions"
"Get total prices for shopping cart","Get total prices for 購物車"
"Gift Message","Gift Message"
"Grand Total","總額"
"Grand Total:","總額："
"Grouped Product Image","Grouped Product Image"
"HTML","HTML"
"ID","ID"
"Incl. Tax","Incl. Tax"
"Invalid checkout type.","Invalid checkout type."
"Invalid data.","Invalid data."
"Invalid email address ""%s""","Invalid email address ""%s"""
"Invalid method: %s","Invalid method: %s"
"Invalid shipping method.","Invalid shipping method."
"Item not found or already ordered","Item not found or already ordered"
"Item was removed successfully.","Item was removed successfully."
"Item was updated successfully.","Item was updated successfully."
"Items","Items"
"Items After","Items After"
"Items Before","Items Before"
"Last Name","姓"
"Load customer quote error","Load customer quote error"
"Loading next step...","讀取下一步...."
"Log In","登入"
"Login","登入"
"Login/Registration Before","Login/Registration Before"
"Manage Terms and Conditions","Manage Terms and Conditions"
"Maximum Display Recently Added Item(s)","Maximum Display Recently Added Item(s)"
"Maximum qty allowed for Shipping to multiple addresses is %s","Maximum qty allowed for Shipping to multiple addresses is %s"
"Mini-cart promotion block","Mini-cart promotion block"
"Minimum order amount is %s","Minimum order amount is %s"
"Move","Move"
"Move to Wishlist","Move to Wishlist"
"Move to wishlist","Move to wishlist"
"Multishipping Checkout","Multishipping Checkout"
"Multishipping Checkout Address (Any) Form","Multishipping Checkout Address (Any) Form"
"Multishipping Checkout Billing Address Creation","Multishipping Checkout Billing Address Creation"
"Multishipping Checkout Billing Address Edit Form","Multishipping Checkout Billing Address Edit Form"
"Multishipping Checkout Billing Address Selection","Multishipping Checkout Billing Address Selection"
"Multishipping Checkout Billing Information Step","Multishipping Checkout Billing Information Step"
"Multishipping Checkout Customer Address Edit Form","Multishipping Checkout Customer Address Edit Form"
"Multishipping Checkout Overview","Multishipping Checkout Overview"
"Multishipping Checkout Shipping Address Creation","Multishipping Checkout Shipping Address Creation"
"Multishipping Checkout Shipping Address Edit Form","Multishipping Checkout Shipping Address Edit Form"
"Multishipping Checkout Shipping Address Selection","Multishipping Checkout Shipping Address Selection"
"Multishipping Checkout Shipping Information Step","Multishipping Checkout Shipping Information Step"
"Multishipping Checkout Success","Multishipping Checkout Success"
"My Cart","我的購物車"
"My Cart (%s item)","我的購物車 (%s item)"
"My Cart (%s items)","我的購物車 (%s items)"
"My Cart Link","My Cart Link"
"New Address","新地址"
"New Condition","New Condition"
"New Terms and Conditions","New Terms and Conditions"
"No Payment Methods","No Payment Methods"
"ORDER TOTAL WILL BE DISPLAYED BEFORE YOU SUBMIT THE ORDER","ORDER TOTAL WILL BE DISPLAYED BEFORE YOU SUBMIT THE ORDER"
"One Page Checkout","One Page Checkout"
"One Page Checkout Failure","One Page Checkout Failure"
"One Page Checkout Overview","One Page Checkout Overview"
"One Page Checkout Success","One Page Checkout Success"
"One item of products do not have identifier or sku","One item of products do not have identifier or sku"
"One item of products is not belong any of quote item","One item of products is not belong any of quote item"
"Order #","Order #"
"Order Review","訂單審查"
"Order Success","Order Success"
"Order place error.","Order place error."
"Other Items in Your Order","Other Items in Your Order"
"Overview Items After","Overview Items After"
"Password","密碼"
"Payment Failed Email Reciever","Payment Failed Email Reciever"
"Payment Failed Email Sender","Payment Failed Email Sender"
"Payment Failed Emails","Payment Failed Emails"
"Payment Failed Template","Payment Failed Template"
"Payment Information","付款資料"
"Payment Method","付款方式"
"Payment Methods After","Payment Methods After"
"Payment Methods After Checkout Button","Payment Methods After Checkout Button"
"Payment Methods Before","Payment Methods Before"
"Payment Methods Before Checkout Button","Payment Methods Before Checkout Button"
"Payment method information","Payment method information"
"Payment method is not defined","Payment method is not defined"
"Payment methods in shopping cart","Payment methods in 購物車"
"Payment profile # %s: ""%s"".","Payment profile # %s: ""%s""."
"Place Order","完成訂單"
"Please agree to all Terms and Conditions before placing the order.","Please agree to all Terms and Conditions before placing the order."
"Please agree to all Terms and Conditions before placing the orders.","Please agree to all Terms and Conditions before placing the orders."
"Please agree to all the terms and conditions before placing the order.","Please agree to all the terms and conditions before placing the order."
"Please check billing address information.","Please check billing address information."
"Please check shipping address information.","Please check shipping address information."
"Please check shipping addresses information.","Please check shipping addresses information."
"Please choose to register or to checkout as a guest","Please choose to register or to checkout as a guest"
"Please log in below:","Please log in below:"
"Please select region, state or province","Please select region, state or province"
"Please select shipping address for applicable items","Please select shipping address for applicable items"
"Please select shipping methods for all addresses","Please select shipping methods for all addresses"
"Please select valid payment method.","Please select valid payment method."
"Please specify payment method.","Please specify payment method."
"Please specify shipping method.","Please specify shipping method."
"Please specify shipping methods for all addresses.","Please specify shipping methods for all addresses."
"Price","價格"
"Proceed to Checkout","結帳去"
"Product","商品"
"Product Name","商品名稱"
"Products","Products"
"Qty","數量"
"Qty:","數量:"
"Quantity","數量"
"Quantity was recalculated from %d to %d","Quantity was recalculated from %d to %d"
"Quote Lifetime (days)","Quote Lifetime (days)"
"Quote item does not exist.","Quote item does not exist."
"Quote item is not found.","Quote item is not found."
"Recently added item(s)","最近加入至購物車的商品"
"Register","註冊"
"Register and Checkout","註冊並結帳"
"Register and save time!","Register and save time!"
"Register to Create an Account","Register to Create an Account"
"Register with us for future convenience:","註冊為我們的客戶以方便下次購物:"
"Returning Customers","舊客戶"
"Remove Item","Remove Item"
"Remove This Item","Remove This Item"
"Remove coupon code from shopping cart","Remove coupon code from 購物車"
"Remove item","Remove item"
"Remove product from shopping cart","Remove product from 購物車"
"Remove product(s) from shopping cart","Remove product(s) from 購物車"
"Require Customer To Be Logged In To Checkout","Require Customer To Be Logged In To Checkout"
"Retrieve information about shopping cart","Retrieve information about 購物車"
"Review Order","Review Order"
"Review Order - %s","Review Order - %s"
"SKU","商品號碼"
"Sales","Sales"
"Save Condition","Save Condition"
"Save in address book","儲存至地址簿"
"See price before order confirmation.","See price before order confirmation."
"Select Address","Select Address"
"Select Addresses","Select Addresses"
"Select Shipping Method","Select Shipping Method"
"Select State/Province...","Select State/Province..."
"Select a billing address from your address book or enter a new address.","請從您的地址簿中選一個收款地址或是輸入一個 <a href=""#"" onclick=""billing.newAddress(true); return false;"">新地址</a>"
"Select a shipping address from your address book or enter a new address.","從您的地址簿中選擇一個寄送地址或是輸入一個新地址"
"Send Payment Failed Email Copy Method","Send Payment Failed Email Copy Method"
"Send Payment Failed Email Copy To","Send Payment Failed Email Copy To"
"Send To","Send To"
"Separate by "","".","Separate by "",""."
"Set customer for shopping cart","Set customer for 購物車"
"Set customer's addresses in shopping cart","Set customer's addresses in 購物車"
"Set payment method","Set payment method"
"Set shipping method","Set shipping method"
"Ship to Multiple Addresses","Ship to Multiple Addresses"
"Ship to different address","寄送至其他地址"
"Ship to this address","寄送至此地址"
"Shipping Address","寄送地址"
"Shipping Information","寄送資訊"
"Shipping Method","寄送方式"
"Shipping Methods","寄送方式"
"Shipping To","Shipping To"
"Shipping information","寄送資訊"
"Shipping method has not been selected yet","Shipping method has not been selected yet"
"Shipping methods in shopping cart","Shipping methods in 購物車"
"Shipping selection is not applicable.","Shipping selection is not applicable."
"Shopping Cart","購物車"
"Shopping Cart Form Before","購物車 Form Before"
"Shopping Cart Items After","購物車 Items After"
"Shopping Cart Items Before","購物車 Items Before"
"Shopping Cart Sidebar","購物車 Sidebar"
"Shopping Cart Sidebar Extra Actions","購物車 Sidebar Extra Actions"
"Shopping Cart is Empty","您的購物車沒有選擇任何商品"
"Shopping cart ability to set coupon code","購物車 ability to set coupon code"
"Show Content as","Show Content as"
"Sign in to speed up your checkout process","登入以加速您的結帳"
"Some of the requested products are not available in the desired quantity.","Some of the requested products are not available in the desired quantity."
"Some of the requested products are unavailable.","Some of the requested products are unavailable."
"Some products quantities were recalculated because of quantity increment mismatch","Some products quantities were recalculated because of quantity increment mismatch"
"Sorry, guest checkout is not enabled. Please try again or contact store owner.","Sorry, guest checkout is not enabled. Please try again or contact store owner."
"Sorry, no quotes are available for this order at this time.","Sorry, no quotes are available for this order at this time."
"State/Province","State/Province"
"Status","Status"
"Store View","Store View"
"Street Address","街道名稱"
"Street Address %s","街道名稱 %s"
"Submitting order information...","提交訂單資訊"
"Subtotal","小計"
"Subtotal must exceed minimum order amount","Subtotal must exceed minimum order amount"
"Telephone","Telephone"
"Terms and Conditions","Terms and Conditions"
"Terms and Conditions Information","Terms and Conditions Information"
"Terms and conditions","Terms and conditions"
"Text","Text"
"Thank you for your purchase!","感謝您的光顧！"
"The condition has been deleted","The condition has been deleted"
"The condition has been saved.","The condition has been saved."
"The onepage checkout is disabled.","The onepage checkout is disabled."
"The product could not be found.","The product could not be found."
"The product does not exist.","The product does not exist."
"There are <a href=""%s"">%s items</a> in your cart.","There are <a href=""%s"">%s items</a> in your cart."
"There is <a href=""%s"">1 item</a> in your cart.","There is <a href=""%s"">1 item</a> in your cart."
"There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account.","There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account."
"There was an error processing your order. Please contact us or try again later.","There was an error processing your order. Please contact us or try again later."
"This condition no longer exists.","This condition no longer exists."
"Total","Total"
"Total for this address","Total for this address"
"Unable to set Payment Method.","Unable to set Payment Method."
"Unit Price","Unit Price"
"Update","Update"
"Update Cart","Update Cart"
"Update Qty &amp; Addresses","Update Qty &amp; Addresses"
"Update Shopping Cart","更新購物車"
"Update Total","更新總價"
"Update product quantities in shopping cart","Update product quantities in 購物車"
"Update product(s) quantities in shopping cart","Update product(s) quantities in 購物車"
"Use Billing Address","使用付款地址"
"VAT Number","VAT Number"
"View Shopping Cart","View 購物車"
"We are processing your order and you will soon receive an email with details of the order. Once the order has shipped you will receive another email with a link to track its progress.","We are processing your order and you will soon receive an email with details of the order. Once the order has shipped you will receive another email with a link to track its progress."
"What&#39;s this?","What&#39;s this?"
"What's this?","What's this?"
"You have no items in your shopping cart.","您的購物車中沒有任何商品。"
"You will receive an order confirmation email with details of your order and a link to track its progress.","您將會收到一封訂單確認信，其中內含了所有詳細資料和訂單查詢連結。"
"Your Checkout Progress","您的結帳進度"
"Your billing agreement # is: %s.","Your billing agreement # is: %s."
"Your order # is: %s.","您的訂單號為： %s"
"Your order cannot be completed at this time as there is no payment methods available for it.","Your order cannot be completed at this time as there is no payment methods available for it."
"Your order cannot be completed at this time as there is no shipping methods available for it. Please make necessary changes in your shipping address.","Your order cannot be completed at this time as there is no shipping methods available for it. Please make necessary changes in your shipping address."
"Your order has been received.","已收到您的訂單"
"Your order number is ","Your order number is "
"Your recurring payment profiles:","Your recurring payment profiles:"
"Zip","郵遞區號"
"Zip/Postal Code","郵遞區號"
"ok","ok"
"or","或"
